RECEITA,INGREDIENTES,URL SITE,YOUTUBE,TEMPO,DIFICULDADE,CATEGORIAS
Arancini," Molho de coentros picados,  Chávena e de arroz risotto cozido, Sal , Pimenta ,  Gema de Ovo,  Cubos de queijo cheddar, Farinha ,  Ovo,  g Pão Ralado, Óleo para Fritar, Ketchup ",https://www.24kitchen.pt/receita/arancini,https://www.youtube.com/watch?v=rCQPPoOpepc&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=4,45,média,"Aperitivos e Petiscos, Prato Principal"
Frango De Churrasco À Brás ," g Bacon em Fatias,  Cebolas,  Alho Francês, Azeite ,  folha de Louro,  Dente de Alho, Sal ,  Frango de Churrasco,  Molho de salsa fresca,  g batata frita palha,  ovos ML,  Gemas, Pimenta preta , Azeitonas pretas ",https://www.24kitchen.pt/receita/frango-de-churrasco-a-bras,https://www.youtube.com/watch?v=b4ILWopnBBw&list=PLECcAmNHq4DAF_Ed4n9itJuk9PbusoqOZ&index=2,45,média,Prato Principal
Pudim De Pão Com Fruta," g Pão Duro,  Chávena de frutos vermelhos,  c. de sopa de manteiga,  Ovos L,  Chávena de açúcar,  ml Leite Gordo,  ml Natas, Raspas de  Limão,  Pêssego, Gelado ",https://www.24kitchen.pt/receita/pudim-de-pao-com-fruta,missing video,45,média,Sobremesa
Picadinho De Febras De Porco Preto ," g Febras de porco preto, Sal , Folhas de louro , Pimenta ,  dentes de Alho,  Molho de Coentros,  Chávena de vinagre, ½ Chávena de azeite, Pickles , Limão ",https://www.24kitchen.pt/receita/picadinho-de-febras-de-porco-preto,missing video,45,média,Prato Principal
Pataniscas De Bacalhau ," dentes de Alho, Azeite ,  Molho de Coentros,  Chávena de arroz carolino,  e½ Chávenas de água, Sal ,  g bacalhau desfiado, ½ cebola, Salsa ,  Ovos M,  ml Cerveja,  Chávena de farinha de trigo com fermento, Pimenta , Óleo ,  Limão",https://www.24kitchen.pt/receita/pataniscas-de-bacalhau,missing video,45,média,Prato Principal
Mini-Molotofes ,"Caramelo:,  Chávena de açúcar,  ml Água Quente, Pudins:,  Claras de Ovo ML ,  C. de sopa de açúcar,  C. de sopa de caramelo",https://www.24kitchen.pt/receita/mini-molotofes,missing video,45,média,Sobremesa
Sopa De Tomate E Pimento Assados Com Ovo Escalfado ," Tomates grandes, Azeite ,  Ramos de alecrim fresco,  Cebola Roxa,  Pimentos Vermelhos,  dentes de Alho, Vinagre balsâmico , Sal , Pimenta ,  Chávenas de caldo de galinha, Ovos ,  Colher de Chá de Paprika,  colher de sopa de mel,  Pitada de pimenta caiena",https://www.24kitchen.pt/receita/sopa-de-tomate-e-pimentos-assados-com-ovo-escalfado,missing video,45,média,Sopas e Cremes
Salada De Quinoa Vermelha E Salmão Selvagem ," Chávena de quinoa vermelha,  Chávenas de água, Sal , Pimenta , Limão ,  Folha de Louro,  Cabeça de brócolos,  Lombo de salmão selvagem,  Chávena de amêndoas laminadas,  Cabeça de funcho,  Laranja,  Abacate maduro, Rebentos de amaranto ",https://www.24kitchen.pt/receita/salada-de-quinoa-vermelha-e-salmao-selvagem,missing video,45,média,Saladas
Panacotta De Matcha E Mel ," C. de Chá Rasas de Gelatina em Pó,  de Chávena de Água, ml de Leite, ml de Natas,  Vagem de Baunilha,  C. de Sopa Rasa de Matcha,  C. de Sopa de Água,  C. de Sopa de Mel, Pólen , Mel ",https://www.24kitchen.pt/receita/panacotta-de-matcha-e-mel,missing video,45,média,Sobremesa
Sangria De Espumante Com Pêssego E Alecrim,"  C. de Sopa de Compota de Pêssego, Alecrim ,  Garrafa de Espumante,  Pau de Canela,  Pêssego",https://www.24kitchen.pt/receita/sangria-de-espumante-com-pessego-e-alecrim,missing video,30,fácil,Bebidas e cocktails
Pimentos Padron Recheados ," Embalagem de pimentos padron,  g Bacon em Fatias,  Embalagem de queijo creme de ervas, Palitos",https://www.24kitchen.pt/receita/pimentos-padron-recheados,missing video,45,média,"Aperitivos e Petiscos, Prato Principal"
Cheesecake De Chocolate Branco ,"g de Chocolate Branco,  C. de Sopa de Manteiga, g de Queijo Creme,  Ovos ML,  Pitada de Sal, Água , Açúcar em Pó , Papel Vegetal, Papel de Alumínio, Forma com cm de Diâmetro",https://www.24kitchen.pt/receita/cheesecake-de-chocolate-branco,missing video,60,dificil,Sobremesa
Torradinhas De Requeijão Aromático ," Fatias de Pão Saloio,  colheres de sopa de azeite,  raminhos de alecrim,  requeijão,  tomates cherry maduros,  dente de alho, Pimenta branca p",https://www.24kitchen.pt/receita/torradinhas-de-requeijao-aromatico,missing video,30,fácil,Aperitivos e Petiscos
Macarrão Na Pressão ," g Bacon, Azeite ,  cebola,  folha de Louro,  dente de Alho,  colheres de chá de massa de pimentão,  g carne de vaca picada,  g carne de porco picada, Sal , Pimenta ,  ml polpa de tomate,  ml pesto,  g macarrão largo, L Água quente, Queijo parmesão , Folhas de manjericão , Raspa de limão ",https://www.24kitchen.pt/receita/macarrao-na-pressao,missing video,45,média,Prato Principal
Bolo De Chocolate Simples ,"Para o bolo:,  g chocolate de leite,  colheres de sopa de manteiga com sal,  ovos M à temperatura ambiente,  colher de chá de extrato de baunilha, Para a cobertura:,  ml leite condensado,  g chocolate",https://www.24kitchen.pt/receita/bolo-de-chocolate,missing video,45,média,Sobremesa
Pão Naan Com Manteiga De Alho E Coentros ," iogurte natural,  ML água morna,  colher de chá de açúcar,  G fermento de padeiro seco,  chávenas de farinha de trigo sem fermento,  colher de chá rasa de sal,  colher de sopa de azeite, Óleo ,  dente de alho,  molho de coentros,  colheres de sopa de manteiga com sal",https://www.24kitchen.pt/receita/pao-naan-com-manteiga-de-alho-e-coentros,missing video,45,média,Aperitivos e Petiscos
Tikka Masala De Borrego ," g carne de borrego,  iogurte natural,  colheres de sopa de kashmiri,  colher de sopa de curcuma em pó,  polegar de gengibre,  dentes de alho picados, Sal,  colheres de sopa de ghee,  colher de sopa de garam masala,  colher de sopa de cominhos,  colher de sopa de sementes de mostarda,  bagas de cardamomo,  cabeças de cravinho,  pau de canela,  cebola,  folhas de louro,  malaguetas,  lata de tomate pelado,  colheres de sopa de tomate concentrado,  molho de coentros,  chávena de arroz basmati, Sumo de limão ,  colher de café de erva doce, Iogurte natural ",https://www.24kitchen.pt/receita/tikka-masala-de-borrego,missing video,60,dificil,Prato Principal
"Lassi De Manga, Amêndoa E Pistacho "," Chávena de amêndoas hidratadas,  Iogurtes Gregos,  Chávena de leite gordo,  Manga madura,  Tâmaras medjol,  Bagas de cardamomo, Pistachos ",https://www.24kitchen.pt/receita/lassi-de-manga-amendoa-e-pistacho,missing video,30,fácil,Bebidas e cocktails
Queijo Vegan De Cajú," chávena de cajús crus,  pitada de alho em pó,  colheres de sopa de levedura de cerveja,  colher de sopa de vinagre,  colher de chá rasa de sal,  chávena de água filtrada,  colheres de sopa de polvilho doce, Azeite , Orégãos ",https://www.24kitchen.pt/receita/queijo-vegan-de-caju,missing video,45,média,Aperitivos e Petiscos
Hambúrguer Vegan De Lentilhas ," chávena de lentilhas castanhas,  chávena e meia de água,  ramos de tomilho,  folha de louro, Sal , Azeite ,  chalotas,  g cogumelos castanhos,  dente de alho,  beringela, Pimenta ,  chávena de nozes,  chávena de flocos de aveia,  colher e meia de sopa de molho inglês,  pães vegetarianos de hambúrguer,  tomates maduros, Ketchup vegan , Mostarda vegan , Agrião ",https://www.24kitchen.pt/receita/hamburguer-vegan-de-lentilhas,missing video,45,média,Prato Principal
Brigadeiro De Leite Condensado De Côco ," ml creme de côco, g açucar mascavado,  colher de chá rasa de bicarbonato de sódio,  colher de chá de extrato de baunilha, g chocolate vegan meio amargo, Côco ralado ",https://www.24kitchen.pt/receita/brigadeiro-de-leite-condensado-de-coco,missing video,45,média,Sobremesa
Terrina De Porco Fumado ," cabeça de porco fumada,  cenoura,  cebola,  pés de salsa,  folha de Louro,  cabeça de cravinho,  colher de chá de grãos de pimenta,  colher de chá de sementes de coentros,  bagas de zimbro,  ml vinho branco,  ml água",https://www.24kitchen.pt/receita/terrina-de-porco-fumado,missing video,45,média,Prato Principal
Magret De Pato Com Risotto De Espargos E Maçã Verde ," peitos de pato médios, Sal ,  ml caldo de legumes,  molho de espargos,  colheres de sopa da gordura do pato,  colheres de sopa de manteiga,  chalotas,  dente de alho,  chávena de arroz arbório,  ml vinho branco, Pimenta branca ,  maçã verde, Queijo parmesão , Raspa de limão ",https://www.24kitchen.pt/receita/magret-de-pato-com-risotto-de-espargos-e-maca-verde,missing video,45,média,Prato Principal
Gelado De Roquefort E Praliné De Nozes ," chávenas de natas,  chávena de leite de cabra,  colher de chá de extrato de baunilha,  ovos L,  chávena de açúcar, g de queijo azul , Para o Praliné:,  chávema de açúcar fino,  colheres de sopa de água,  colher de sopa de manteiga,  chávena de miolo de noz, Canela ",https://www.24kitchen.pt/receita/gelado-de-roquefort-e-praline-de-nozes,missing video,45,média,Sobremesa
Gaspacho Amarelo De Ananás Dos Açores ," Ananás dos açores,  Chávena e  de tomate cherry amarelo,  Pimento Amarelo,  pepino médio,  Pé de cebolo, Hortelã , Coentros , Sal e pimenta ,  c. de sopa de vinagre,  c. de sopa de azeite,  Chávena de molho agridoces tailandês, Água e gelo , Presunto ",https://www.24kitchen.pt/receita/gaspacho-amarelo-de-ananas-dos-acores,missing video,45,média,Sopas e Cremes
Açorda De Sapateira," kg sapateira,  L água,  colher de sopa de sal,  cebola,  folha de louro,  pão alentejano duro, Azeite ,  dentes de alho,  piri-piri seco, Coentros ,  colheres de sopa de concentrado de tomate, Pimenta ,  gemas de ovo ML,  limão",https://www.24kitchen.pt/receita/acorda-de-sapateira,missing video,60,dificil,Prato Principal
Cones De Tortilla Com Manga E Gelado ," kg sapateira,  L água,  colher de sopa de sal,  cebola,  folha de louro,  pão alentejano duro, Azeite ,  dentes de alho,  piri-piri seco, Coentros ,  colheres de sopa de concentrado de tomate, Pimenta ,  gemas de ovo ML,  limão",https://www.24kitchen.pt/receita/acorda-de-sapateira,missing video,45,média,Sobremesa
Pão Com Linguiça Picante ,"g fermento de padeiro seco, g farinha de trigo ,  colher de chá de sal fino,  ml água morna,  linguiças picantes",https://www.24kitchen.pt/receita/pao-com-linguica-picante,missing video,45,média,Aperitivos e Petiscos
Donuts De Maçã ," ovo ML,  chávena de açúcar,  chávena de leite gordo,  chávena de iogurte natural,  colher de chá de extrato de baunilha,  chávena de farinha de trigo com fermento,  colher de café de bicarbonato,  maçãs,  chávena de açúcar,  colher de chá rasa de canela",https://www.24kitchen.pt/receita/donuts-de-maca,missing video,45,média,Sobremesa
Caramelos Salgados ," colheres de sopa de água,  g xarope de açúcar,  g açúcar,  g manteiga,  ml natas,  colher de chá de sal, Flor de sal ",https://www.24kitchen.pt/receita/caramelos-salgados,missing video,45,média,Sobremesa
Brownie de Chocolate e Nozes Pecan,"g de pepitas de Chocolate %, g Manteiga sem sal, un Ovos L, g Açúcar, g Farinha peneirada, g Cacau em pó peneirado, g Bicarbonato de sódio, g Nozes pecan, Natas batidas para finalizar ",https://www.24kitchen.pt/receita/brownie-de-chocolate-nozes-pecan,https://www.youtube.com/watch?v=Ykr0ch9fsXQ,45,média,Sobremesa
"Mousse de Leite Condensado cozido, banana caramelizada e amendoins salgados","Mousse de leite condensado cozido:,  gemas de um ovo L, g Açúcar Branco, un Lata de leite condensado cozido , un Sumo de laranja, un Sumo de limão, Amendoins salgados:, g Açúcar, ml Água, g Amendoins torrados, g Manteiga sem sal, g Flor de sal",https://www.24kitchen.pt/receita/mousse-leite-condensado-banana-caramelizada-amendoins-salgados,https://www.youtube.com/watch?v=LoTy-gQh_QY,45,média,Sobremesa
Pipocas com Chocolate,"Pipocas Caramelizadas:, g Milho para pipocas, g Óleo de girassol, g Açúcar, ml Água, Crocante de Pipocas Caramelizadas e Chocolate:, g de pepitas de Chocolate negro %, g Óleo de avelã ",https://www.24kitchen.pt/receita/pipocas-com-chocolate,https://www.youtube.com/watch?v=OPvmN2JvcgU,30,fácil,Aperitivos e Petiscos
Bolo de Avelã e Caramelo Cremoso,"Caramelo cremoso:, g Açúcar, g Natas, % de gordura, g Leite condensado, un Vagem baunilha, g Manteiga sem sal, g Flor de sal, Avelãs Cristalizadas:, g Avelã tostada, g Açúcar, ml Água, Bolo de Avelã:, un Ovo L,  gemas de um ovo L, g Açúcar, g Farinha de avelã, g Farinha, g Manteiga sem sal derretida,  claras, g Açúcar",https://www.24kitchen.pt/receita/bolo-de-avela-caramelo-cremoso,https://www.youtube.com/watch?v=IzPYU5GRbws,45,média,Sobremesa
"Bolo de Iogurte, Sementes de Papoila e Calda de Lima","Caldo de Lima:, ml Água, g Açúcar, un Raspa de lima, Bolo de Iogurte e Sementes de Papoila:,  Ovos L, g Açúcar, g Iogurte natural , ml Óleo de girassol, g Farinha, g, Fermento em pó, g Sementes de papoila, Raspa de  lima, Sementes de Papoila ",https://www.24kitchen.pt/receita/bolo-de-iogurte-sementes-de-papoila-e-calda-de-lima,https://www.youtube.com/watch?v=jnLeyw3fhu4,30,fácil,Sobremesa
Muffins Crocantes de Amêndoa e Frutos Vermelhos,"Crumble de Amêndoa:, g Manteiga sem sal, à temperatura ambiente, g Açúcar mascavado claro, g Farinha de amêndoa, g Farinha,  Raspa de limão, g Flor de sal, Muffins de Frutos Vermelhos:, g Farinha, g Fermento em pó, g Açúcar mascavado, g Leite meio-gordo, g Manteiga, un Raspa de limão,  Ovo L, g Mistura de frutos vermelhos, g frutos vermelhos frescos ",https://www.24kitchen.pt/receita/muffins-crocantes-de-amendoa-e-frutos-vermelhos,https://www.youtube.com/watch?v=a94rWeAWeOw,45,média,Sobremesa
Farófas com Molho de Baunilha (sem glúten),"Farófias:,  claras, g Açúcar, g leite meio-gordo, un Vagem baunilha, Molho de Baunilha:, g de Leite meio-gordo ",https://www.24kitchen.pt/receita/farofias-com-molho-de-baunilha,https://www.youtube.com/watch?v=wU73G57e3Tw,45,média,Sobremesa
"Pavlova de frutos Vermelhos, Nata e VInagre Balsâmico (sem glúten)","Merengue para a Pavlova:,  claras, g Açúcar, g Amido de milho, g Vinagre de vinho branco, Redução de Vinagre Balsâmico:, g Vinagre balsâmico, g Mel de rosmaninho, Cobertura para a Pavlova:, g Natas, % de gordura, g Açúcar em pó,  Raspa de limão, Folhas de hortelã , g de Frutos vermelhos vários ",https://www.24kitchen.pt/receita/pavlova-de-frutos-vermelhos-nata-e-vinagre-balsamico,https://www.youtube.com/watch?v=puNx6cMQMoQ,45,média,Sobremesa
Tarte de Limão e Lima com Merengue,"Massa Tarte:, g Manteiga sem sal, à temperatura ambiente, g Açúcar em pó,  Ovo S, g Farinha, g Sal fino, g Farinha de amêndoa, Grão de bico cru para cozer tartes , Creme de Limão:, g de sumo de limão, g Açúcar, g Manteiga sem sal,  Ovos L, un Raspa de limão,  Folhas de gelatina, Merengue:,  claras de um ovo L, g Açúcar, ml de água,  coco fresco,  Lima ",https://www.24kitchen.pt/receita/tarte-de-limao-e-lima-com-merengue,https://www.youtube.com/watch?v=87op1ylhhH8,45,média,Sobremesa
"Lollipops de Chocolate, Praliné e Avelãs","Bolo Húmido de Avelã:, g Farinha de avelã, g Açúcar em pó peneirado, g Farinha peneirada,  Claras de ovo, g Açúcar, Ganache de Chocolate:, g Natas, % de gordura, g Açúcar, g Chocolate negro, % de cacau, g Manteiga sem sal em cubos, Cobertura de Chocolate e Avelã:, g Açúcar, g Avelã nteira sem pele tostada trituradas em pó, g de pepitas de Chocolate de leite derretidas, g Óleo de avelã ou amêndoa",https://www.24kitchen.pt/receita/lollipops-de-chocolate-praline-avelas,https://www.youtube.com/watch?v=C0QbmN2n5z0,45,média,Sobremesa
Marshmallow de Maracujá e Coco (sem glúten e sem lactose)," claras , g Açúcar, g Polpa de maracujá, un Folhas de gelatina, g cocô ralado",https://www.24kitchen.pt/receita/marshmallow-de-maracuja-coco,https://www.youtube.com/watch?v=5Wf4PGUapMU,45,média,Sobremesa
Trufas de Chocolate Belga (sem glúten),"g Manteiga sem sal, à temperatura ambiente e em cubos, g Açúcar em pó, g de pepitas Chocolate de leite, g Licor, g de pepitas de chocolate Negro  derretido, g Cacau em pó",https://www.24kitchen.pt/receita/trufas-de-chocolate-belga,https://www.youtube.com/watch?v=LEP-xlt-MFI,45,média,Sobremesa
Gaspacho Doce de Tomate e Framboesa com Croutons de Iogurte,"Bolo de Iogurte:, g Iogurte Natural, g Açúcar, g Farinha, un Ovo L, g Óleo de girassol, g Fermento em pó, Gaspacho de Tomate e Framboesa:, g Tomate maduro, g Framboesas frescas, g Pepino, g Amêndoa inteira sem pele, g Açúcar, Framboesas frescas  ",https://www.24kitchen.pt/receita/gaspacho-doce-de-tomate-e-framboesa-com-croutons-de-iogurte,https://www.youtube.com/watch?v=IhcfnoKKkeg,45,média,Sobremesa
"Gelatina de Tangerina, Salada de Frutas e Granizado de Hortelã (sem glúten e vegan)","Granizado de Hortelã:, ml Água, g Açúcar, g Rum branco, g Hortelã, Gelatina de Tangerina:, g Sumo de tangerina, g Açúcar, g Ágar-ágar, Salada de frutas:, g Açúcar, ml água, un Pau de canela, un Vagem baunilha, un Kiwi, un Manga, un Maçã, Pink Lady, ½ un Ananás,  un Maracujá, Folhas de hortelã ",https://www.24kitchen.pt/receita/gelatina-tangerina-salada-de-frutas-granizado-de-hortela,https://www.youtube.com/watch?v=01e-JT6-BGc,30,fácil,Sobremesa
Limão e Mirtilos em Bolo e Mousse,"Bolo de Limão e Mirtilos:, un Ovos L, g Açúcar,  pitada de Sal, g Natas com % de gordura, un Raspa limão, g Farinha, g Fermento em pó, g Manteiga sem sal, derretida, g Rum escuro, g Mirtilos frescos, Mousse de Limão:, g Sumo limão, un Folhas gelatina demolhadas, g Açúcar, ml Água,  claras, g Natas % batidas, g Mirtilos frescos , Açúcar em pó ",https://www.24kitchen.pt/receita/limao-e-mirtilos-em-bolo-e-mousse,https://www.youtube.com/watch?v=bPNRoU3x6a0,45,média,Sobremesa
French Toast com Banana e Laranja,"½ Pão de forma com  dias, un Ovos L, g Leite meio-, gordo, g Natas %, un Raspa de Laranja, g Manteiga sem sal, un Sumo de Laranja, g Maple syrup ",https://www.24kitchen.pt/receita/french-toast-com-bananas-laranja,https://www.youtube.com/watch?v=FoXAwPSSGDY,30,fácil,"Sobremesa, Pequeno-almoço e Brunch"
Panquecas com Molho de Chocolate,"Massa de Panquecas:, g Farinha, g Fermento em pó, g Bicarbonato de sódio, g Sal fino, g Açúcar, un Raspa de limão, g Leite meio-gordo, un Ovos S, g Manteiga sem sal derretida, Manteiga para untar a frigideira , Framboesas frescas , Molho de Chocolate:, g Leite meio-gordo, g Natas %, g de pepitas de Chocolate negro",https://www.24kitchen.pt/receita/panquecas-com-molho-de-chocolate,https://www.youtube.com/watch?v=G2SH3bTdMN8,30,fácil,"Sobremesa, Pequeno-almoço e Brunch"
Tropezienne com Creme de Baunilha,"Para a Massa Brioche:, g Leite meio gordo, g Fermento de padeiro, g Farinha, un Ovos L, g Açúcar, g Sal fino, g Manteiga sem sal , à temperatura ambiente,  Ovo, g Leite meio gordo para pincelar, Creme de Baunilha:, g Leite meio gordo,  Vagens de baunilha, g Açúcar,  gemas de um ovo L, g Amido de milho, g Manteiga sem sal, g Natas batidas, % de gordura",https://www.24kitchen.pt/receita/tropezienne-com-creme-de-baunilha,https://www.youtube.com/watch?v=ARJ0W1hIIJY,45,média,Sobremesa
